"POLITICAL_UNIT","NAME","WGMS_ID","YEAR","LOWER_BOUND","UPPER_BOUND","AREA","WINTER_BALANCE","WINTER_BALANCE_UNC","SUMMER_BALANCE","SUMMER_BALANCE_UNC","ANNUAL_BALANCE","ANNUAL_BALANCE_UNC","REMARKS"
"KG","ABRAMOV",732,1988,4300,4400,4.5548000,1978,30.00000,-1197,50.00000,781,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1988,4400,4500,2.4990000,1752,30.00000,-972,50.00000,780,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1988,4500,4600,0.9231000,1322,30.00000,-686,50.00000,636,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1988,4600,4700,0.2832000,1054,30.00000,-462,50.00000,592,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1988,4700,4800,0.1102000,883,30.00000,-212,50.00000,671,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1988,4800,4900,0.0994000,787,30.00000,-142,50.00000,645,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1988,4900,5000,0.0303000,722,30.00000,-232,50.00000,490,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1988,9999,9999,24.6417000,1725,30.00000,-1677,50.00000,48,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1989,3600,3700,0.2681000,611,30.00000,-3613,50.00000,-3002,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1989,3700,3800,0.7717000,593,30.00000,-3370,50.00000,-2777,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1989,3800,3900,1.0657000,653,30.00000,-2948,50.00000,-2295,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1989,3900,4000,1.6408000,799,30.00000,-2451,50.00000,-1652,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1989,4000,4100,2.6697000,1031,30.00000,-2007,50.00000,-976,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1989,4100,4200,4.2889000,1230,30.00000,-1381,50.00000,-151,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1989,4200,4300,5.4368000,1389,30.00000,-1002,50.00000,387,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1989,4300,4400,4.5548000,1371,30.00000,-822,50.00000,549,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1989,4400,4500,2.4990000,1328,30.00000,-621,50.00000,707,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1989,4500,4600,0.9231000,1165,30.00000,-386,50.00000,779,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1989,4600,4700,0.2832000,986,30.00000,-200,50.00000,786,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1989,4700,4800,0.1102000,884,30.00000,-38,50.00000,846,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1989,4800,4900,0.0994000,776,30.00000,-2,50.00000,774,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1989,4900,5000,0.0303000,711,30.00000,-64,50.00000,647,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1989,9999,9999,24.6417000,1190,30.00000,-1346,50.00000,-156,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1990,3600,3700,0.2681000,374,30.00000,-4618,50.00000,-4244,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1990,3700,3800,0.7717000,478,30.00000,-4370,50.00000,-3892,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1990,3800,3900,1.0657000,691,30.00000,-3934,50.00000,-3243,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1990,3900,4000,1.6408000,998,30.00000,-3256,50.00000,-2258,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1990,4000,4100,2.6697000,1356,30.00000,-2803,50.00000,-1447,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1990,4100,4200,4.2889000,1709,30.00000,-2080,50.00000,-371,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1990,4200,4300,5.4368000,1956,30.00000,-1616,50.00000,340,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1990,4300,4400,4.5548000,1974,30.00000,-1393,50.00000,581,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1990,4400,4500,2.4990000,1843,30.00000,-1152,50.00000,691,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1990,4500,4600,0.9231000,1556,30.00000,-868,50.00000,688,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1990,4600,4700,0.2832000,1300,30.00000,-612,50.00000,688,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1990,4700,4800,0.1102000,1152,30.00000,-380,50.00000,772,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1990,4800,4900,0.0994000,1009,30.00000,-319,50.00000,690,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1990,4900,5000,0.0303000,921,30.00000,-403,50.00000,518,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1990,9999,9999,24.6417000,1627,30.00000,-2014,50.00000,-387,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1991,3600,3700,0.2681000,432,30.00000,-4128,50.00000,-3696,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1991,3700,3800,0.7717000,520,30.00000,-3808,50.00000,-3288,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1991,3800,3900,1.0657000,610,30.00000,-3415,50.00000,-2805,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1991,3900,4000,1.6408000,794,30.00000,-2904,50.00000,-2110,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1991,4000,4100,2.6697000,1096,30.00000,-2426,50.00000,-1330,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1991,4100,4200,4.2889000,1353,30.00000,-1786,50.00000,-433,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1991,4200,4300,5.4368000,1541,30.00000,-1308,50.00000,233,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1991,4300,4400,4.5548000,1575,30.00000,-1045,50.00000,530,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1991,4400,4500,2.4990000,1514,30.00000,-790,50.00000,724,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1991,4500,4600,0.9231000,1295,30.00000,-498,50.00000,797,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1991,4600,4700,0.2832000,1095,30.00000,-238,50.00000,857,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1991,4700,4800,0.1102000,990,30.00000,-9,50.00000,981,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1991,4800,4900,0.0994000,879,30.00000,52,50.00000,931,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1991,4900,5000,0.0303000,807,30.00000,-32,50.00000,775,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1991,9999,9999,24.6417000,1309,30.00000,-1662,50.00000,-353,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1992,3600,3700,0.1859000,694,30.00000,-3409,50.00000,-2715,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1992,3700,3800,0.7242000,666,30.00000,-3235,50.00000,-2569,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1992,3800,3900,1.0657000,786,30.00000,-2838,50.00000,-2052,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1992,3900,4000,1.6408000,1069,30.00000,-2315,50.00000,-1246,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1992,4000,4100,2.6697000,1464,30.00000,-1638,50.00000,-174,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1992,4100,4200,4.2889000,1684,30.00000,-1167,50.00000,517,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1992,4200,4300,5.4368000,1897,30.00000,-944,50.00000,953,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1992,4300,4400,4.5548000,1910,30.00000,-764,50.00000,1146,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1992,4400,4500,2.4990000,1839,30.00000,-571,50.00000,1268,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1992,4500,4600,0.9231000,1519,30.00000,-364,50.00000,1155,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1992,4600,4700,0.2832000,1276,30.00000,-186,50.00000,1090,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1992,4700,4800,0.1102000,1142,30.00000,-21,50.00000,1121,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1992,4800,4900,0.0994000,1019,30.00000,24,50.00000,1043,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1992,4900,5000,0.0303000,932,30.00000,-33,50.00000,899,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1992,9999,9999,24.5120000,1630,30.00000,-1208,50.00000,422,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1993,3600,3700,0.1859000,355,30.00000,-3741,50.00000,-3386,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1993,3700,3800,0.7242000,469,30.00000,-3454,50.00000,-2985,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1993,3800,3900,1.0657000,702,30.00000,-2959,50.00000,-2257,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1993,3900,4000,1.6408000,1079,30.00000,-2233,50.00000,-1154,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1993,4000,4100,2.6697000,1383,30.00000,-1594,50.00000,-211,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1993,4100,4200,4.2889000,1715,30.00000,-1183,50.00000,532,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1993,4200,4300,5.4368000,1968,30.00000,-961,50.00000,1007,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1993,4300,4400,4.5548000,2010,30.00000,-747,50.00000,1263,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1993,4400,4500,2.4990000,1921,30.00000,-539,50.00000,1382,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1993,4500,4600,0.9231000,1526,30.00000,-316,50.00000,1210,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1993,4600,4700,0.2832000,1255,30.00000,-134,50.00000,1121,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1993,4700,4800,0.1102000,1107,30.00000,22,50.00000,1129,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1993,4800,4900,0.0994000,989,30.00000,59,50.00000,1048,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1993,4900,5000,0.0303000,903,30.00000,-8,50.00000,895,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1993,9999,9999,24.5120000,1658,30.00000,-1209,50.00000,449,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1994,3600,3700,0.1859000,285,30.00000,-4496,50.00000,-4211,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1994,3700,3800,0.7242000,382,30.00000,-4269,50.00000,-3887,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1994,3800,3900,1.0657000,570,30.00000,-3873,50.00000,-3303,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1994,3900,4000,1.6408000,954,30.00000,-3325,50.00000,-2371,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1994,4000,4100,2.6697000,1374,30.00000,-2906,50.00000,-1532,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1994,4100,4200,4.2889000,1671,30.00000,-2384,50.00000,-713,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1994,4200,4300,5.4368000,1887,30.00000,-1872,50.00000,15,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1994,4300,4400,4.5548000,1927,30.00000,-1592,50.00000,335,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1994,4400,4500,2.4990000,1800,30.00000,-1363,50.00000,437,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1994,4500,4600,0.9231000,1399,30.00000,-1117,50.00000,282,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1994,4600,4700,0.2832000,1151,30.00000,-877,50.00000,274,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1994,4700,4800,0.1102000,1025,30.00000,-579,50.00000,446,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1994,4800,4900,0.0994000,925,30.00000,-500,50.00000,425,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1994,4900,5000,0.0303000,845,30.00000,-634,50.00000,211,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1994,9999,9999,24.5120000,1580,30.00000,-2193,50.00000,-613,50.00000,"re-analysed data based on raw data published by Pertziger (1996)"
"KG","ABRAMOV",732,1995,3600,3700,,,,,,-5140,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1995,3700,3800,,,,,,-5280,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1995,3800,3900,,,,,,-3770,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1995,3900,4000,,,,,,-2790,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1995,4000,4100,,,,,,-1780,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1995,4100,4200,,,,,,-1090,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1995,4200,4300,,,,,,-100,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1995,4300,4400,,,,,,430,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1995,4400,4500,,,,,,450,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1995,4500,4600,,,,,,360,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1995,4600,5000,,,,,,500,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1995,9999,9999,25.8400000,,,,,-880,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1996,3600,3700,,,,,,-4690,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1996,3700,3800,,,,,,-4270,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1996,3800,3900,,,,,,-2750,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1996,3900,4000,,,,,,-2110,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1996,4000,4100,,,,,,-1230,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1996,4100,4200,,,,,,-690,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1996,4200,4300,,,,,,240,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1996,4300,4400,,,,,,710,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1996,4400,4500,,,,,,680,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1996,4500,4600,,,,,,660,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1996,4600,5000,,,,,,580,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1996,9999,9999,25.8400000,,,,,-450,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1997,3600,3700,,,,,,-6960,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1997,3700,3800,,,,,,-5940,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1997,3800,3900,,,,,,-4700,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1997,3900,4000,,,,,,-3780,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1997,4000,4100,,,,,,-2920,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1997,4100,4200,,,,,,-2110,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1997,4200,4300,,,,,,-1280,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1997,4300,4400,,,,,,-480,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1997,4400,4500,,,,,,10,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1997,4500,4600,,,,,,280,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1997,4600,5000,,,,,,-130,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1997,9999,9999,25.8300000,,,,,-1830,,
"KG","ABRAMOV",732,1998,3600,3700,,,,,,-3950,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1998,3700,3800,,,,,,-4190,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1998,3800,3900,,,,,,-3310,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1998,3900,4000,,,,,,-1930,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1998,4000,4100,,,,,,-810,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1998,4100,4200,,,,,,160,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1998,4200,4300,,,,,,790,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1998,4300,4400,,,,,,1350,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1998,4400,4500,,,,,,1550,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1998,4500,4600,,,,,,1620,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1998,4600,5000,,,,,,1390,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,1998,9999,9999,25.8300000,,,,,100,,"Kamnyansky, 2001"
"KG","ABRAMOV",732,2012,3600,3700,0.1189000,22,500.0000,-4535,,-4513,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2012,3700,3800,0.5296000,127,500.0000,-4247,,-4120,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2012,3800,3900,1.0009000,304,500.0000,-3764,,-3460,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2012,3900,4000,1.6429000,621,500.0000,-3055,,-2434,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2012,4000,4100,2.6481000,929,500.0000,-2337,,-1408,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2012,4100,4200,4.4467000,1165,500.0000,-1648,,-483,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2012,4200,4300,5.3265000,1312,500.0000,-1142,,170,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2012,4300,4400,4.4553000,1336,500.0000,-831,,505,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2012,4400,4500,2.3671000,1268,500.0000,-551,,717,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2012,4500,4600,1.0139000,987,500.0000,-286,,701,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2012,4600,4700,0.2594000,809,500.0000,-51,,758,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2012,4700,4800,0.1297000,717,500.0000,43,,760,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2012,4800,4900,0.0951000,650,500.0000,82,,732,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2012,9999,9999,24.0341000,1096,500.0000,-1517,,-421,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2013,3600,3700,0.0951000,294,500.0000,-4550,,-4256,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2013,3700,3800,0.4972000,330,500.0000,-4240,,-3910,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2013,3800,3900,0.9728000,461,500.0000,-3654,,-3193,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2013,3900,4000,1.6451000,722,500.0000,-2826,,-2104,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2013,4000,4100,2.6395000,998,500.0000,-2311,,-1313,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2013,4100,4200,4.4618000,1196,500.0000,-1580,,-384,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2013,4200,4300,5.3503000,1329,500.0000,-1076,,253,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2013,4300,4400,4.4726000,1352,500.0000,-836,,516,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2013,4400,4500,2.3433000,1289,500.0000,-602,,687,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2013,4500,4600,1.0030000,1006,500.0000,-385,,621,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2013,4600,4700,0.2659000,826,500.0000,-170,,656,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2013,4700,4800,0.1319000,736,500.0000,-80,,656,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2013,4800,4900,0.0973000,665,500.0000,-16,,649,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2013,4900,5000,0.0303000,635,500.0000,-54,,581,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2013,9999,9999,24.0061000,1141,500.0000,-1468,,-327,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2014,3600,3700,0.0951000,-12,500.0000,-4336,,-4348,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2014,3700,3800,0.4972000,69,500.0000,-4081,,-4012,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2014,3800,3900,0.9728000,218,500.0000,-3634,,-3416,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2014,3900,4000,1.6451000,447,500.0000,-3061,,-2614,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2014,4000,4100,2.6395000,697,500.0000,-2496,,-1799,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2014,4100,4200,4.4618000,895,500.0000,-1886,,-991,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2014,4200,4300,5.3503000,1015,500.0000,-1157,,-142,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2014,4300,4400,4.4726000,1034,500.0000,-883,,151,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2014,4400,4500,2.3433000,983,500.0000,-666,,317,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2014,4500,4600,1.0030000,765,500.0000,-444,,321,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2014,4600,4700,0.2659000,628,500.0000,-210,,418,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2014,4700,4800,0.1319000,560,500.0000,-121,,439,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2014,4800,4900,0.0973000,506,500.0000,-64,,442,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2014,4900,5000,0.0303000,483,500.0000,-94,,389,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2014,9999,9999,24.0061000,843,500.0000,-1593,,-750,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2015,3600,3700,0.1081000,592,500.0000,-4408,,-3816,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2015,3700,3800,0.4929000,627,500.0000,-4199,,-3572,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2015,3800,3900,0.9814000,845,500.0000,-3690,,-2845,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
"KG","ABRAMOV",732,2015,3900,4000,1.6537000,1296,500.0000,-3079,,-1783,300.0000,"fixed period (1.10 - 31.9). Bs calculated from reported Ba and Bw."
